,victim
134,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 726, 'TH_molecule': 769, 'B_molecule': 844, 'ANTIGEN_molecule': 349, 'B_ACTIVE_molecule': 113, 'VOID_molecule': 19, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 66, 'B_MEMORY_molecule': 70, 'B_PLASMA_molecule': 125, 'IGG_molecule': 25, 'MP_ANTIGEN_molecule': 4, 'IGM_molecule': 8, 'B_PRESENTING_molecule': 1}"
135,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 734, 'TH_molecule': 776, 'B_molecule': 852, 'ANTIGEN_molecule': 340, 'B_ACTIVE_molecule': 112, 'VOID_molecule': 21, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 67, 'B_MEMORY_molecule': 70, 'B_PLASMA_molecule': 125, 'IGG_molecule': 19, 'MP_ANTIGEN_molecule': 5, 'B_PRESENTING_molecule': 2}"
136,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 742, 'TH_molecule': 784, 'B_molecule': 859, 'ANTIGEN_molecule': 334, 'B_ACTIVE_molecule': 116, 'VOID_molecule': 22, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 67, 'B_MEMORY_molecule': 70, 'B_PLASMA_molecule': 133, 'IGG_molecule': 26, 'MP_ANTIGEN_molecule': 6, 'B_PRESENTING_molecule': 3, 'IGM_molecule': 5}"
137,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 750, 'TH_molecule': 791, 'B_molecule': 866, 'ANTIGEN_molecule': 329, 'B_ACTIVE_molecule': 120, 'VOID_molecule': 23, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 75, 'B_MEMORY_molecule': 80, 'B_PLASMA_molecule': 152, 'IGG_molecule': 31, 'MP_ANTIGEN_molecule': 7, 'IGM_molecule': 7, 'B_PRESENTING_molecule': 1}"
138,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 757, 'TH_molecule': 798, 'B_molecule': 873, 'ANTIGEN_molecule': 326, 'B_ACTIVE_molecule': 125, 'VOID_molecule': 24, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 76, 'B_MEMORY_molecule': 80, 'B_PLASMA_molecule': 160, 'IGG_molecule': 36, 'MP_ANTIGEN_molecule': 8, 'IGM_molecule': 10, 'B_PRESENTING_molecule': 1}"
139,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 764, 'TH_molecule': 805, 'B_molecule': 880, 'ANTIGEN_molecule': 316, 'B_ACTIVE_molecule': 129, 'VOID_molecule': 26, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 77, 'B_MEMORY_molecule': 80, 'B_PLASMA_molecule': 169, 'IGG_molecule': 41, 'MP_ANTIGEN_molecule': 9, 'IGM_molecule': 8, 'B_PRESENTING_molecule': 2}"
140,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 771, 'TH_molecule': 812, 'B_molecule': 878, 'ANTIGEN_molecule': 306, 'B_ACTIVE_molecule': 133, 'VOID_molecule': 27, 'MP_ACTIVE_molecule': 20, 'TH_ACTIVE_molecule': 78, 'B_MEMORY_molecule': 80, 'B_PLASMA_molecule': 177, 'IGG_molecule': 46, 'MP_ANTIGEN_molecule': 10, 'IGM_molecule': 6, 'B_PRESENTING_molecule': 3}"
141,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 779, 'TH_molecule': 820, 'B_molecule': 885, 'ANTIGEN_molecule': 305, 'B_ACTIVE_molecule': 138, 'VOID_molecule': 27, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 86, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 195, 'IGG_molecule': 53, 'IGM_molecule': 10}"
142,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 786, 'TH_molecule': 827, 'B_molecule': 884, 'ANTIGEN_molecule': 301, 'B_ACTIVE_molecule': 142, 'VOID_molecule': 28, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 87, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 203, 'IGG_molecule': 59, 'IGM_molecule': 14, 'MP_ANTIGEN_molecule': 1, 'B_PRESENTING_molecule': 1}"
143,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 794, 'TH_molecule': 826, 'B_molecule': 891, 'ANTIGEN_molecule': 293, 'B_ACTIVE_molecule': 147, 'VOID_molecule': 30, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 88, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 211, 'IGG_molecule': 63, 'IGM_molecule': 12, 'MP_ANTIGEN_molecule': 1, 'B_PRESENTING_molecule': 1}"
144,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 801, 'TH_molecule': 835, 'B_molecule': 890, 'ANTIGEN_molecule': 289, 'B_ACTIVE_molecule': 152, 'VOID_molecule': 31, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 88, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 211, 'IGG_molecule': 58, 'IGM_molecule': 16, 'MP_ANTIGEN_molecule': 2, 'B_PRESENTING_molecule': 1}"
145,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 808, 'TH_molecule': 833, 'B_molecule': 888, 'ANTIGEN_molecule': 280, 'B_ACTIVE_molecule': 157, 'VOID_molecule': 33, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 89, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 220, 'IGG_molecule': 63, 'IGM_molecule': 13, 'MP_ANTIGEN_molecule': 3, 'B_PRESENTING_molecule': 1}"
146,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 806, 'TH_molecule': 832, 'B_molecule': 897, 'ANTIGEN_molecule': 276, 'B_ACTIVE_molecule': 156, 'VOID_molecule': 34, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 90, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 220, 'IGG_molecule': 59, 'IGM_molecule': 13, 'MP_ANTIGEN_molecule': 4, 'B_PRESENTING_molecule': 2}"
147,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 804, 'TH_molecule': 831, 'B_molecule': 895, 'ANTIGEN_molecule': 267, 'B_ACTIVE_molecule': 161, 'VOID_molecule': 36, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 90, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 228, 'IGG_molecule': 64, 'IGM_molecule': 13, 'MP_ANTIGEN_molecule': 5, 'B_PRESENTING_molecule': 2}"
148,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 813, 'TH_molecule': 839, 'B_molecule': 902, 'ANTIGEN_molecule': 259, 'B_ACTIVE_molecule': 165, 'VOID_molecule': 38, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 91, 'B_MEMORY_molecule': 90, 'B_PLASMA_molecule': 235, 'IGG_molecule': 70, 'IGM_molecule': 10, 'MP_ANTIGEN_molecule': 5, 'B_PRESENTING_molecule': 3}"
149,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 822, 'TH_molecule': 846, 'B_molecule': 909, 'ANTIGEN_molecule': 251, 'B_ACTIVE_molecule': 169, 'VOID_molecule': 40, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 99, 'B_MEMORY_molecule': 100, 'B_PLASMA_molecule': 253, 'IGG_molecule': 74, 'IGM_molecule': 8, 'MP_ANTIGEN_molecule': 5, 'B_PRESENTING_molecule': 1}"
150,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 820, 'TH_molecule': 854, 'B_molecule': 908, 'ANTIGEN_molecule': 246, 'B_ACTIVE_molecule': 173, 'VOID_molecule': 41, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 100, 'B_MEMORY_molecule': 100, 'B_PLASMA_molecule': 262, 'IGG_molecule': 79, 'IGM_molecule': 11, 'MP_ANTIGEN_molecule': 6, 'B_PRESENTING_molecule': 2}"
151,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 819, 'TH_molecule': 853, 'B_molecule': 906, 'ANTIGEN_molecule': 237, 'B_ACTIVE_molecule': 177, 'VOID_molecule': 43, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 100, 'B_MEMORY_molecule': 100, 'B_PLASMA_molecule': 262, 'IGG_molecule': 74, 'IGM_molecule': 9, 'MP_ANTIGEN_molecule': 7, 'B_PRESENTING_molecule': 3}"
152,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 826, 'TH_molecule': 851, 'B_molecule': 913, 'ANTIGEN_molecule': 228, 'B_ACTIVE_molecule': 182, 'VOID_molecule': 45, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 108, 'B_MEMORY_molecule': 110, 'B_PLASMA_molecule': 280, 'IGG_molecule': 78, 'IGM_molecule': 6, 'MP_ANTIGEN_molecule': 8}"
153,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 833, 'TH_molecule': 860, 'B_molecule': 912, 'ANTIGEN_molecule': 219, 'B_ACTIVE_molecule': 187, 'VOID_molecule': 47, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 108, 'B_MEMORY_molecule': 110, 'B_PLASMA_molecule': 288, 'IGG_molecule': 84, 'IGM_molecule': 5, 'MP_ANTIGEN_molecule': 9}"
154,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 833, 'TH_molecule': 869, 'B_molecule': 920, 'ANTIGEN_molecule': 210, 'B_ACTIVE_molecule': 191, 'VOID_molecule': 49, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 108, 'B_MEMORY_molecule': 110, 'B_PLASMA_molecule': 288, 'IGG_molecule': 79, 'IGM_molecule': 4, 'MP_ANTIGEN_molecule': 9, 'B_PRESENTING_molecule': 1}"
155,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 840, 'TH_molecule': 877, 'B_molecule': 919, 'ANTIGEN_molecule': 207, 'B_ACTIVE_molecule': 190, 'VOID_molecule': 50, 'MP_ACTIVE_molecule': 30, 'TH_ACTIVE_molecule': 108, 'B_MEMORY_molecule': 110, 'B_PLASMA_molecule': 287, 'IGG_molecule': 74, 'IGM_molecule': 3, 'MP_ANTIGEN_molecule': 10, 'B_PRESENTING_molecule': 2}"
156,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 847, 'TH_molecule': 884, 'B_molecule': 926, 'ANTIGEN_molecule': 204, 'B_ACTIVE_molecule': 195, 'VOID_molecule': 51, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 109, 'B_MEMORY_molecule': 110, 'B_PLASMA_molecule': 296, 'IGG_molecule': 79, 'IGM_molecule': 6, 'MP_ANTIGEN_molecule': 1, 'B_PRESENTING_molecule': 2}"
157,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 855, 'TH_molecule': 892, 'B_molecule': 933, 'ANTIGEN_molecule': 199, 'B_ACTIVE_molecule': 199, 'VOID_molecule': 52, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 109, 'B_MEMORY_molecule': 110, 'B_PLASMA_molecule': 304, 'IGG_molecule': 83, 'IGM_molecule': 9, 'MP_ANTIGEN_molecule': 1, 'B_PRESENTING_molecule': 3}"
158,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 863, 'TH_molecule': 900, 'B_molecule': 931, 'ANTIGEN_molecule': 189, 'B_ACTIVE_molecule': 203, 'VOID_molecule': 54, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 116, 'B_MEMORY_molecule': 120, 'B_PLASMA_molecule': 323, 'IGG_molecule': 89, 'IGM_molecule': 8, 'MP_ANTIGEN_molecule': 2, 'B_PRESENTING_molecule': 1}"
159,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 862, 'TH_molecule': 908, 'B_molecule': 930, 'ANTIGEN_molecule': 183, 'B_ACTIVE_molecule': 207, 'VOID_molecule': 55, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 116, 'B_MEMORY_molecule': 120, 'B_PLASMA_molecule': 331, 'IGG_molecule': 93, 'IGM_molecule': 10, 'MP_ANTIGEN_molecule': 3, 'B_PRESENTING_molecule': 2}"
160,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 869, 'TH_molecule': 916, 'B_molecule': 937, 'ANTIGEN_molecule': 180, 'B_ACTIVE_molecule': 211, 'VOID_molecule': 55, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 116, 'B_MEMORY_molecule': 120, 'B_PLASMA_molecule': 338, 'IGG_molecule': 100, 'IGM_molecule': 14, 'MP_ANTIGEN_molecule': 4, 'B_PRESENTING_molecule': 3}"
161,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 876, 'TH_molecule': 914, 'B_molecule': 945, 'ANTIGEN_molecule': 171, 'B_ACTIVE_molecule': 215, 'VOID_molecule': 57, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 124, 'B_MEMORY_molecule': 130, 'B_PLASMA_molecule': 348, 'IGG_molecule': 94, 'IGM_molecule': 13, 'MP_ANTIGEN_molecule': 5, 'B_PRESENTING_molecule': 1}"
162,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 876, 'TH_molecule': 921, 'B_molecule': 943, 'ANTIGEN_molecule': 162, 'B_ACTIVE_molecule': 219, 'VOID_molecule': 59, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 125, 'B_MEMORY_molecule': 130, 'B_PLASMA_molecule': 348, 'IGG_molecule': 88, 'IGM_molecule': 10, 'MP_ANTIGEN_molecule': 5, 'B_PRESENTING_molecule': 2}"
163,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 884, 'TH_molecule': 928, 'B_molecule': 950, 'ANTIGEN_molecule': 158, 'B_ACTIVE_molecule': 224, 'VOID_molecule': 60, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 126, 'B_MEMORY_molecule': 130, 'B_PLASMA_molecule': 349, 'IGG_molecule': 84, 'IGM_molecule': 13, 'MP_ANTIGEN_molecule': 6, 'B_PRESENTING_molecule': 2}"
164,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 891, 'TH_molecule': 926, 'B_molecule': 958, 'ANTIGEN_molecule': 150, 'B_ACTIVE_molecule': 229, 'VOID_molecule': 62, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 127, 'B_MEMORY_molecule': 130, 'B_PLASMA_molecule': 357, 'IGG_molecule': 88, 'IGM_molecule': 11, 'MP_ANTIGEN_molecule': 7, 'B_PRESENTING_molecule': 2}"
165,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 899, 'TH_molecule': 933, 'B_molecule': 967, 'ANTIGEN_molecule': 148, 'B_ACTIVE_molecule': 228, 'VOID_molecule': 62, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 128, 'B_MEMORY_molecule': 130, 'B_PLASMA_molecule': 358, 'IGG_molecule': 85, 'IGM_molecule': 8, 'MP_ANTIGEN_molecule': 7, 'B_PRESENTING_molecule': 3}"
166,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 906, 'TH_molecule': 940, 'B_molecule': 975, 'ANTIGEN_molecule': 138, 'B_ACTIVE_molecule': 232, 'VOID_molecule': 64, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 136, 'B_MEMORY_molecule': 140, 'B_PLASMA_molecule': 377, 'IGG_molecule': 90, 'IGM_molecule': 5, 'MP_ANTIGEN_molecule': 8, 'B_PRESENTING_molecule': 1}"
167,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 905, 'TH_molecule': 947, 'B_molecule': 982, 'ANTIGEN_molecule': 129, 'B_ACTIVE_molecule': 236, 'VOID_molecule': 66, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 137, 'B_MEMORY_molecule': 140, 'B_PLASMA_molecule': 384, 'IGG_molecule': 94, 'IGM_molecule': 2, 'MP_ANTIGEN_molecule': 9, 'B_PRESENTING_molecule': 2}"
168,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 903, 'TH_molecule': 955, 'B_molecule': 989, 'ANTIGEN_molecule': 125, 'B_ACTIVE_molecule': 240, 'VOID_molecule': 67, 'MP_ACTIVE_molecule': 40, 'TH_ACTIVE_molecule': 137, 'B_MEMORY_molecule': 140, 'B_PLASMA_molecule': 391, 'IGG_molecule': 101, 'IGM_molecule': 6, 'MP_ANTIGEN_molecule': 10, 'B_PRESENTING_molecule': 3}"
169,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 911, 'TH_molecule': 964, 'B_molecule': 987, 'ANTIGEN_molecule': 116, 'B_ACTIVE_molecule': 244, 'VOID_molecule': 69, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 144, 'B_MEMORY_molecule': 150, 'B_PLASMA_molecule': 409, 'IGG_molecule': 105, 'IGM_molecule': 4, 'B_PRESENTING_molecule': 1}"
170,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 919, 'TH_molecule': 971, 'B_molecule': 995, 'ANTIGEN_molecule': 114, 'B_ACTIVE_molecule': 243, 'VOID_molecule': 69, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 145, 'B_MEMORY_molecule': 150, 'B_PLASMA_molecule': 409, 'IGG_molecule': 100, 'IGM_molecule': 1, 'B_PRESENTING_molecule': 2}"
171,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 926, 'TH_molecule': 978, 'B_molecule': 1003, 'ANTIGEN_molecule': 109, 'B_ACTIVE_molecule': 247, 'VOID_molecule': 70, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 146, 'B_MEMORY_molecule': 150, 'B_PLASMA_molecule': 408, 'IGG_molecule': 95, 'IGM_molecule': 4, 'B_PRESENTING_molecule': 3, 'MP_ANTIGEN_molecule': 1}"
172,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 925, 'TH_molecule': 977, 'B_molecule': 1010, 'ANTIGEN_molecule': 105, 'B_ACTIVE_molecule': 251, 'VOID_molecule': 71, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 154, 'B_MEMORY_molecule': 160, 'B_PLASMA_molecule': 427, 'IGG_molecule': 100, 'IGM_molecule': 6, 'B_PRESENTING_molecule': 1, 'MP_ANTIGEN_molecule': 1}"
173,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 933, 'TH_molecule': 985, 'B_molecule': 1017, 'ANTIGEN_molecule': 96, 'B_ACTIVE_molecule': 255, 'VOID_molecule': 73, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 154, 'B_MEMORY_molecule': 160, 'B_PLASMA_molecule': 427, 'IGG_molecule': 94, 'B_PRESENTING_molecule': 2, 'MP_ANTIGEN_molecule': 2, 'IGM_molecule': 5}"
174,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 941, 'TH_molecule': 993, 'B_molecule': 1024, 'ANTIGEN_molecule': 86, 'B_ACTIVE_molecule': 259, 'VOID_molecule': 75, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 155, 'B_MEMORY_molecule': 160, 'B_PLASMA_molecule': 435, 'IGG_molecule': 98, 'B_PRESENTING_molecule': 3, 'MP_ANTIGEN_molecule': 3, 'IGM_molecule': 3}"
175,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 949, 'TH_molecule': 1000, 'B_molecule': 1023, 'ANTIGEN_molecule': 84, 'B_ACTIVE_molecule': 259, 'VOID_molecule': 75, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 156, 'B_MEMORY_molecule': 160, 'B_PLASMA_molecule': 443, 'IGG_molecule': 104, 'B_PRESENTING_molecule': 3, 'MP_ANTIGEN_molecule': 3}"
176,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 947, 'TH_molecule': 1008, 'B_molecule': 1032, 'ANTIGEN_molecule': 80, 'B_ACTIVE_molecule': 258, 'VOID_molecule': 76, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 157, 'B_MEMORY_molecule': 160, 'B_PLASMA_molecule': 452, 'IGG_molecule': 110, 'B_PRESENTING_molecule': 4, 'MP_ANTIGEN_molecule': 4}"
177,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 955, 'TH_molecule': 1007, 'B_molecule': 1040, 'ANTIGEN_molecule': 77, 'B_ACTIVE_molecule': 262, 'VOID_molecule': 77, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 157, 'B_MEMORY_molecule': 160, 'B_PLASMA_molecule': 459, 'IGG_molecule': 115, 'B_PRESENTING_molecule': 5, 'MP_ANTIGEN_molecule': 4, 'IGM_molecule': 5}"
178,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 962, 'TH_molecule': 1014, 'B_molecule': 1049, 'ANTIGEN_molecule': 73, 'B_ACTIVE_molecule': 262, 'VOID_molecule': 78, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 165, 'B_MEMORY_molecule': 170, 'B_PLASMA_molecule': 477, 'IGG_molecule': 121, 'B_PRESENTING_molecule': 2, 'MP_ANTIGEN_molecule': 5, 'IGM_molecule': 4}"
179,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 970, 'TH_molecule': 1013, 'B_molecule': 1048, 'ANTIGEN_molecule': 68, 'B_ACTIVE_molecule': 266, 'VOID_molecule': 79, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 165, 'B_MEMORY_molecule': 170, 'B_PLASMA_molecule': 485, 'IGG_molecule': 127, 'B_PRESENTING_molecule': 3, 'MP_ANTIGEN_molecule': 6, 'IGM_molecule': 6}"
180,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 969, 'TH_molecule': 1020, 'B_molecule': 1056, 'ANTIGEN_molecule': 66, 'B_ACTIVE_molecule': 271, 'VOID_molecule': 80, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 166, 'B_MEMORY_molecule': 170, 'B_PLASMA_molecule': 493, 'IGG_molecule': 131, 'B_PRESENTING_molecule': 3, 'MP_ANTIGEN_molecule': 6, 'IGM_molecule': 9}"
181,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 976, 'TH_molecule': 1027, 'B_molecule': 1065, 'ANTIGEN_molecule': 57, 'B_ACTIVE_molecule': 270, 'VOID_molecule': 81, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 174, 'B_MEMORY_molecule': 180, 'B_PLASMA_molecule': 511, 'IGG_molecule': 139, 'MP_ANTIGEN_molecule': 7, 'IGM_molecule': 1, 'B_PRESENTING_molecule': 1}"
182,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 975, 'TH_molecule': 1034, 'B_molecule': 1072, 'ANTIGEN_molecule': 53, 'B_ACTIVE_molecule': 274, 'VOID_molecule': 82, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 175, 'B_MEMORY_molecule': 180, 'B_PLASMA_molecule': 518, 'IGG_molecule': 144, 'MP_ANTIGEN_molecule': 8, 'B_PRESENTING_molecule': 2, 'IGM_molecule': 5}"
183,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 974, 'TH_molecule': 1041, 'B_molecule': 1079, 'ANTIGEN_molecule': 48, 'B_ACTIVE_molecule': 278, 'VOID_molecule': 83, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 176, 'B_MEMORY_molecule': 180, 'B_PLASMA_molecule': 527, 'IGG_molecule': 152, 'MP_ANTIGEN_molecule': 9, 'B_PRESENTING_molecule': 3, 'IGM_molecule': 9}"
184,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 981, 'TH_molecule': 1049, 'B_molecule': 1077, 'ANTIGEN_molecule': 44, 'B_ACTIVE_molecule': 282, 'VOID_molecule': 84, 'MP_ACTIVE_molecule': 50, 'TH_ACTIVE_molecule': 177, 'B_MEMORY_molecule': 180, 'B_PLASMA_molecule': 534, 'IGG_molecule': 156, 'MP_ANTIGEN_molecule': 10, 'B_PRESENTING_molecule': 4, 'IGM_molecule': 11}"
185,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 988, 'TH_molecule': 1057, 'B_molecule': 1076, 'ANTIGEN_molecule': 34, 'B_ACTIVE_molecule': 281, 'VOID_molecule': 86, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 184, 'B_MEMORY_molecule': 190, 'B_PLASMA_molecule': 544, 'IGG_molecule': 152, 'B_PRESENTING_molecule': 2, 'IGM_molecule': 5, 'MP_ANTIGEN_molecule': 1}"
186,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 986, 'TH_molecule': 1065, 'B_molecule': 1083, 'ANTIGEN_molecule': 31, 'B_ACTIVE_molecule': 285, 'VOID_molecule': 86, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 184, 'B_MEMORY_molecule': 190, 'B_PLASMA_molecule': 543, 'IGG_molecule': 149, 'B_PRESENTING_molecule': 3, 'IGM_molecule': 7, 'MP_ANTIGEN_molecule': 2}"
187,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 985, 'TH_molecule': 1063, 'B_molecule': 1081, 'ANTIGEN_molecule': 24, 'B_ACTIVE_molecule': 290, 'VOID_molecule': 88, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 192, 'B_MEMORY_molecule': 200, 'B_PLASMA_molecule': 561, 'IGG_molecule': 154, 'IGM_molecule': 4, 'MP_ANTIGEN_molecule': 2}"
188,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 993, 'TH_molecule': 1061, 'B_molecule': 1088, 'ANTIGEN_molecule': 20, 'B_ACTIVE_molecule': 294, 'VOID_molecule': 89, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 193, 'B_MEMORY_molecule': 200, 'B_PLASMA_molecule': 569, 'IGG_molecule': 158, 'IGM_molecule': 7, 'MP_ANTIGEN_molecule': 2, 'B_PRESENTING_molecule': 1}"
189,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1000, 'TH_molecule': 1068, 'B_molecule': 1096, 'ANTIGEN_molecule': 16, 'B_ACTIVE_molecule': 293, 'VOID_molecule': 90, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 194, 'B_MEMORY_molecule': 200, 'B_PLASMA_molecule': 577, 'IGG_molecule': 164, 'IGM_molecule': 5, 'MP_ANTIGEN_molecule': 3, 'B_PRESENTING_molecule': 2}"
190,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1008, 'TH_molecule': 1066, 'B_molecule': 1103, 'ANTIGEN_molecule': 6, 'B_ACTIVE_molecule': 297, 'VOID_molecule': 92, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 195, 'B_MEMORY_molecule': 200, 'B_PLASMA_molecule': 585, 'IGG_molecule': 170, 'IGM_molecule': 2, 'MP_ANTIGEN_molecule': 3, 'B_PRESENTING_molecule': 3}"
191,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1008, 'TH_molecule': 1073, 'B_molecule': 1111, 'ANTIGEN_molecule': 4, 'B_ACTIVE_molecule': 296, 'VOID_molecule': 92, 'MP_ACTIVE_molecule': 60, 'TH_ACTIVE_molecule': 203, 'B_MEMORY_molecule': 210, 'B_PLASMA_molecule': 604, 'IGG_molecule': 176, 'MP_ANTIGEN_molecule': 3, 'B_PRESENTING_molecule': 1}"
